StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
72133,1.25,0.51,1.14,0.09
84763,1.25,0.88,0.99,0.21
22450,3.35,0.22,1.14,0.66
10124G,0.42,0.28,0.35,0.16
84519B,2.95,0.57,0.91,0.69
22505,4.95,4.84,4.85,0.02
22514,2.1,1.23,1.89,0.1
21504,0.42,0.18,0.22,0.47
22292,1.45,0.42,0.67,0.54
21211,1.45,0.29,1.16,0.2
22045,0.42,0.11,0.21,0.49
90175C,8.95,1.46,8.41,0.06
90180A,9.95,9.71,9.75,0.02
90178A,11.95,8.09,10.04,0.16
22986,0.42,0.2,0.27,0.36
20984,0.85,0.16,0.29,0.66
22436,0.65,0.08,0.3,0.54
21465,3.75,2.48,3.6,0.04
21470,3.75,1.34,1.99,0.47
16012,0.21,0.04,0.2,0.07
85025C,1.65,0.95,1.01,0.39
21849,4.95,0.53,1.44,0.71
85124B,2.55,0.1,0.31,0.88
85124C,2.55,1.77,2.27,0.11
20828,2.55,1.82,2.32,0.09
21623,9.95,8.67,9.35,0.06
16156S,0.42,0.07,0.23,0.46
85049F,1.25,1.21,1.21,0.03
22426,3.75,1.97,2.81,0.25
90082D,6.35,4.56,4.89,0.23
90082A,6.35,1.55,5.02,0.21
90082B,6.35,1.2,4.32,0.32
90081A,4.95,4.74,4.8,0.03
90204,3.35,1.83,2.38,0.29
90185B,4.25,3.98,4.04,0.05
90195A,8.95,2.78,6.0,0.33
90195B,8.95,3.62,5.28,0.41
90196A,12.75,7.13,8.92,0.3
90199A,6.35,1.84,4.76,0.25
90186A,2.95,2.37,2.54,0.14
20894,2.95,2.28,2.66,0.1
85106,2.55,2.04,2.27,0.11
21415,2.1,0.41,1.47,0.3
21416,3.75,3.45,3.64,0.03
21417,2.1,0.77,0.92,0.56
22343,0.85,0.41,0.76,0.11
22474,4.95,3.17,4.16,0.16
18097A,2.55,2.35,2.45,0.04
18097C,2.55,1.68,1.86,0.27
21902,0.65,0.59,0.64,0.02
21901,0.65,0.28,0.63,0.03
21948,1.25,0.91,0.94,0.25
20759,0.85,0.63,0.75,0.12
20760,0.85,0.63,0.74,0.13
20757,0.85,0.23,0.63,0.26
85185D,2.95,1.37,2.51,0.15
85185B,2.95,2.4,2.42,0.18
22439,0.65,0.59,0.59,0.09
79164,1.65,1.47,1.62,0.02
84683,1.25,0.61,1.03,0.18
79163,1.65,0.98,1.45,0.12
21155,2.1,0.05,1.78,0.15
15060B,3.75,0.18,2.7,0.28
22985,0.42,0.32,0.36,0.14
22821,0.65,0.25,0.6,0.07
22705,0.42,0.05,0.06,0.86
72801C,1.25,0.9,1.09,0.13
72801D,1.25,0.1,0.91,0.27
21735,12.75,3.49,6.89,0.46
21500,0.42,0.16,0.37,0.12
15036,0.75,0.19,0.41,0.45
21539,4.95,1.05,2.28,0.54
22341,1.65,0.78,0.92,0.44
22452,2.55,0.08,2.24,0.12
21508,0.36,0.16,0.31,0.13
21499,0.34,0.04,0.28,0.17
84952C,1.25,0.2,0.54,0.57
84952B,1.25,0.22,0.33,0.74
35001G,3.39,2.85,2.92,0.14
22264,0.85,0.66,0.67,0.21
22181,0.85,0.38,0.55,0.35
21392,2.1,2.03,2.04,0.03
21393,2.1,0.75,1.87,0.11
21268,0.42,0.24,0.39,0.06
85144,7.25,7.06,7.1,0.02
21025,1.25,0.1,0.69,0.45
21031,1.25,1.13,1.2,0.04
21030,1.25,1.07,1.23,0.02
21026,1.25,1.23,1.23,0.02
21032,1.25,0.72,1.16,0.07
21578,2.25,1.64,1.82,0.19
21357,1.25,0.56,0.81,0.35
20766,3.75,3.06,3.23,0.14
21399,2.1,1.94,1.95,0.07
22562,1.25,0.93,1.01,0.19
21714,1.25,1.02,1.14,0.09
20751,2.1,0.66,1.39,0.34
22636,8.5,4.91,7.22,0.15
21426,2.1,2.0,2.06,0.02
21581,2.25,1.88,1.91,0.15
90002D,3.75,1.29,1.58,0.58
21900,0.65,0.05,0.53,0.18
22031,0.42,0.03,0.38,0.09
21788,0.85,0.61,0.68,0.2
22408,1.25,0.89,0.93,0.26
22406,1.25,0.07,1.2,0.04
22275,7.65,0.29,1.22,0.84
22042,0.42,0.3,0.41,0.03
22089,2.95,1.36,2.39,0.19
21059,0.85,0.21,0.68,0.2
21240,0.85,0.12,0.35,0.59
21927,1.25,0.84,0.93,0.26
21925,1.25,0.36,1.01,0.19
22763,9.95,0.64,4.48,0.55
85066,12.75,5.54,9.05,0.29
22334,1.65,0.82,1.48,0.1
22655,295.0,234.5,256.65,0.13
22060,9.95,6.73,8.26,0.17
22061,9.95,1.79,8.26,0.17
21531,2.55,0.47,1.2,0.53
21039,2.55,0.46,0.51,0.8
21157,2.1,0.61,0.9,0.57
16161P,0.42,0.14,0.33,0.22
16161M,0.42,0.07,0.25,0.41
85214,1.65,0.37,1.58,0.04
72232,0.19,0.16,0.18,0.03
84247G,0.42,0.3,0.34,0.2
21530,2.95,0.4,2.63,0.11
21528,6.95,1.28,6.53,0.06
21114,1.25,1.25,1.24,0.01
20615,2.1,0.18,0.19,0.91
47021G,1.25,0.89,0.9,0.28
22443,7.95,1.51,6.6,0.17
21807,0.42,0.39,0.41,0.03
22504,29.95,1.47,4.49,0.85
22621,1.45,0.78,0.96,0.34
79000,0.85,0.37,0.69,0.19
85049B,1.25,0.05,0.89,0.29
21878,0.85,0.48,0.64,0.25
85131A,1.25,1.12,1.2,0.04
22158,2.95,1.42,1.95,0.34
15056bl,12.72,6.27,12.21,0.04
15056p,12.72,5.8,11.32,0.11
20941,2.51,1.86,2.33,0.07
21066,2.51,2.19,2.38,0.05
21205,5.06,4.27,4.81,0.05
21361,25.49,15.01,22.18,0.13
21876,3.36,3.02,3.12,0.07
22167,20.38,5.86,6.73,0.67
22200,8.47,6.22,7.71,0.09
22412,4.21,2.22,3.16,0.25
22525,3.36,1.3,1.81,0.46
47566b,8.47,7.23,7.45,0.12
72349b,4.21,2.66,2.78,0.34
84872a,11.02,7.6,9.04,0.18
84970l,2.13,1.74,2.0,0.06
84970s,2.13,1.0,1.85,0.13
85039a,3.36,1.22,1.85,0.45
10123C,0.65,0.2,0.58,0.11
10120,0.21,0.18,0.21,0.02
84006,0.85,0.57,0.61,0.28
20767,2.55,1.13,1.53,0.4
90094,2.55,2.28,2.4,0.06
21882,0.65,0.28,0.34,0.48
20886,4.21,3.34,3.87,0.08
21945,1.66,1.46,1.58,0.05
22133,1.66,0.72,1.46,0.12
22456,10.17,5.75,8.14,0.2
22891,8.47,6.73,8.05,0.05
47566,9.32,8.0,8.2,0.12
18098c,5.06,4.44,4.71,0.07
20655,2.51,0.16,0.75,0.7
21100,4.21,1.16,2.99,0.29
21201,5.06,0.2,0.46,0.91
21558,5.06,5.03,5.01,0.01
21865,4.21,2.18,2.86,0.32
22132,1.66,0.66,1.1,0.34
22166,16.13,15.61,15.65,0.03
22518,4.21,1.13,4.0,0.05
22628,10.17,4.98,4.98,0.51
84509c,7.62,4.56,4.65,0.39
84534b,1.66,0.4,1.01,0.39
84559a,1.69,0.75,1.44,0.15
84596e,2.51,0.72,0.93,0.63
84884a,8.47,3.56,6.78,0.2
85014a,12.72,8.06,10.68,0.16
85014b,12.72,7.89,8.27,0.35
85036b,8.47,2.83,6.52,0.23
72803b,8.47,1.79,7.71,0.09
84993A,0.42,0.14,0.3,0.29
84987,1.45,1.19,1.29,0.11
20998,2.95,1.07,1.83,0.38
22702,2.1,1.58,1.7,0.19
84925D,2.55,0.26,1.05,0.59
21078,0.85,0.8,0.82,0.03
22105,4.21,2.62,2.65,0.37
22163,3.36,1.99,2.55,0.24
22175,5.91,5.3,5.67,0.04
22216,1.66,1.12,1.23,0.26
22248,1.66,0.69,0.96,0.42
22250,1.66,0.77,1.2,0.28
22251,2.51,1.57,2.23,0.11
22255,1.66,0.22,1.48,0.11
22288,2.51,0.79,1.25,0.5
22363,5.91,2.08,2.42,0.59
22395,5.06,0.55,2.33,0.54
22483,5.91,0.92,3.96,0.33
22546,0.85,0.2,0.23,0.73
22609,1.66,1.5,1.56,0.06
22762,29.79,4.13,22.34,0.25
22811,5.91,2.68,2.9,0.51
22882,4.21,0.22,0.38,0.91
22884,4.21,3.75,4.04,0.04
22908,1.66,1.41,1.41,0.15
35599B,5.91,0.96,3.31,0.44
44234,1.66,0.88,1.1,0.34
71143,2.51,0.31,1.48,0.41
72351A,4.21,3.3,3.41,0.19
75049L,2.51,2.24,2.43,0.03
75131,3.36,0.87,2.76,0.18
79191B,1.66,1.56,1.59,0.04
82001S,7.62,7.6,7.47,0.02
84270,0.21,0.08,0.12,0.43
84660C,7.62,1.29,6.86,0.1
84661B,5.06,2.71,3.44,0.32
84673B,1.28,1.0,1.04,0.19
84927A,4.21,3.85,3.87,0.08
84927F,4.21,0.97,3.54,0.16
85025B,3.36,2.75,2.96,0.12
85054,5.91,4.52,4.85,0.18
85055,7.62,2.19,5.49,0.28
85167B,8.47,4.95,6.01,0.29
85169A,2.51,1.07,1.93,0.23
85169C,2.51,1.31,1.61,0.36
85169D,2.51,1.72,2.13,0.15
85203,0.84,0.37,0.71,0.16
90000D,6.37,5.03,5.16,0.19
90003E,3.81,3.79,3.73,0.02
90028,8.49,4.96,5.43,0.36
90060F,5.94,5.68,5.82,0.02
90114,2.51,0.38,2.08,0.17
90115,2.51,1.8,2.46,0.02
90120B,4.24,2.9,3.99,0.06
90141A,5.51,4.72,4.74,0.14
90199B,6.37,6.08,6.24,0.02
90205A,1.69,1.0,1.55,0.08
90214B,0.85,0.64,0.66,0.22
90214C,0.85,0.8,0.82,0.04
90214F,0.85,0.64,0.82,0.03
90214I,0.85,0.76,0.79,0.07
90214L,0.85,0.41,0.65,0.23
90214N,0.85,0.23,0.55,0.35
90214Y,0.85,0.39,0.65,0.24
16218,2.13,1.19,1.28,0.4
16225,3.36,1.05,3.19,0.05
20686,6.77,6.54,6.57,0.03
21200,1.65,0.18,1.07,0.35
21051,4.21,1.02,3.58,0.15
21112,5.91,0.46,2.6,0.56
21219,2.51,0.23,1.23,0.51
21224,2.51,1.89,2.23,0.11
21261,7.62,3.8,6.93,0.09
21263,5.91,4.76,5.38,0.09
21286,5.06,2.22,2.33,0.54
21446,2.51,2.2,2.43,0.03
21619,7.62,0.23,2.51,0.67
21640,1.66,1.02,1.13,0.32
21675,1.66,1.14,1.48,0.11
21725,1.66,0.23,1.43,0.14
21828,2.51,1.79,2.13,0.15
21829,0.43,0.32,0.41,0.04
21903,4.21,0.57,2.53,0.4
21936,5.91,5.62,5.67,0.04
22959,0.42,0.08,0.26,0.39
17084R,0.16,0.08,0.14,0.14
17091J,0.85,0.09,0.77,0.09
21027,1.25,0.69,0.78,0.38
84539,1.65,0.19,0.56,0.66
90096,2.55,1.63,1.89,0.26
21095,0.85,0.61,0.69,0.19
85018D,2.55,0.32,1.12,0.56
22732,1.25,0.43,0.68,0.46
47503J,7.95,5.41,6.36,0.2
37464,1.25,0.5,1.09,0.13
84247N,2.95,0.64,2.66,0.1
84247K,2.95,1.08,2.18,0.26
22035,0.42,0.18,0.4,0.05
21250,2.95,0.88,1.39,0.53
21677,0.85,0.43,0.44,0.48
47504K,1.95,1.04,1.79,0.08
84212,0.65,0.01,0.23,0.65
21377,1.65,0.5,0.54,0.67
21379,1.25,0.74,0.76,0.39
37489D,1.95,1.63,1.64,0.16
17107D,2.55,1.25,2.45,0.04
37489B,1.95,0.95,1.6,0.18
37489C,1.95,0.68,0.76,0.61
21932,2.95,2.57,2.74,0.07
21933,2.95,2.22,2.6,0.12
37489A,1.95,1.76,1.81,0.07
22072,3.75,3.56,3.67,0.02
21905,2.1,1.82,1.97,0.06
22414,7.95,5.63,7.71,0.03
22116,2.95,1.51,1.86,0.37
85130A,1.65,1.04,1.5,0.09
85129C,1.25,0.62,1.11,0.11
22892,1.25,1.01,1.2,0.04
84849A,1.69,1.35,1.35,0.2
22137,2.95,2.79,2.89,0.02
85230B,0.29,0.27,0.28,0.02
85230F,0.29,0.07,0.21,0.29
22306,1.95,1.27,1.68,0.14
20734,2.51,1.64,1.81,0.28
20960,2.51,1.15,1.56,0.38
35970,4.21,2.14,3.66,0.13
47559b,3.36,1.72,2.82,0.16
47591d,5.06,1.08,2.38,0.53
48173c,16.98,8.31,12.06,0.29
82494l,8.47,0.98,4.07,0.52
84030e,8.47,0.35,4.57,0.46
84997b,8.47,1.12,6.44,0.24
84997c,8.47,0.67,0.93,0.89
84997d,8.47,8.38,8.39,0.01
85049a,3.36,1.34,2.96,0.12
85049e,3.36,2.25,3.26,0.03
85099f,5.06,1.77,4.55,0.1
85123a,6.77,2.8,5.89,0.13
84849D,1.69,0.5,0.51,0.7
84507C,2.55,1.04,1.22,0.52
20910,6.35,1.8,4.51,0.29
82616B,2.95,2.38,2.74,0.07
90128B,1.25,0.73,1.1,0.12
90196B,12.75,6.3,8.03,0.37
90198B,4.25,3.55,3.78,0.11
90152B,5.95,3.07,5.59,0.06
90151,8.5,7.08,7.9,0.07
20661,2.95,1.27,1.89,0.36
20652,1.25,0.83,1.1,0.12
21845,2.95,0.71,2.33,0.21
22398,1.25,1.25,1.25,0.0
84877D,3.75,2.71,3.26,0.13
20657,1.25,1.03,1.23,0.02
47422,0.42,0.09,0.25,0.4
21642,0.85,0.07,0.13,0.85
47503H,1.95,0.66,1.01,0.48
72130,0.65,0.16,0.42,0.36
72128,0.85,0.71,0.83,0.02
47343A,1.49,1.14,1.21,0.19
72802A,4.25,4.12,4.17,0.02
72802B,4.25,1.63,1.79,0.58
21054,8.95,7.3,7.34,0.18
22339,0.65,0.26,0.26,0.6
22337,0.65,0.53,0.55,0.16
84562A,7.95,6.85,7.55,0.05
21040,2.55,0.84,2.22,0.13
21937,2.95,1.63,2.6,0.12
22701,2.95,1.54,1.83,0.38
22362,2.95,2.22,2.42,0.18
82011C,3.75,1.13,3.56,0.05
84865,8.5,0.72,2.55,0.7
21287,1.25,1.04,1.21,0.03
79337,1.65,1.26,1.3,0.21
85111,1.25,0.88,1.05,0.16
22307,1.95,0.75,1.56,0.2
85078,0.65,0.17,0.48,0.26
85036B,4.25,2.24,3.23,0.24
85034C,4.25,1.61,2.72,0.36
84614A,5.95,2.82,5.53,0.07
22509,16.95,5.95,10.34,0.39
90145,5.95,4.9,5.83,0.02
90143,7.5,7.11,7.35,0.02
90010A,8.95,6.0,6.53,0.27
90010B,8.95,3.91,5.46,0.39
90050,6.95,5.37,6.19,0.11
90053,2.55,1.06,1.58,0.38
20829,2.1,1.86,1.87,0.11
21947,1.25,0.24,0.81,0.35
21726,0.85,0.14,0.58,0.32
22671,1.65,1.02,1.58,0.04
84924A,3.75,2.87,3.08,0.18
35810B,2.1,1.68,1.93,0.08
35241,4.95,1.19,3.56,0.28
17109D,1.69,1.32,1.66,0.02
21011,1.45,1.16,1.28,0.12
22853,3.25,1.66,2.27,0.3
85034B,4.25,4.09,4.17,0.02
72800D,2.55,1.9,2.27,0.11
84819,4.25,2.24,2.97,0.3
90185D,4.25,4.22,4.21,0.01
90175A,8.95,7.66,7.97,0.11
22079,1.65,1.48,1.55,0.06
90162B,2.95,0.45,1.77,0.4
90162D,2.95,1.59,2.63,0.11
21626,1.95,1.82,1.87,0.04
90167,0.85,0.64,0.81,0.05
22403,1.25,0.39,0.42,0.66
22563,1.25,0.49,1.06,0.15
84827,0.65,0.53,0.61,0.06
20936,2.95,0.67,1.98,0.33
22799,8.5,7.72,8.16,0.04
22305,2.55,2.45,2.47,0.03
84898F,2.1,1.05,1.43,0.32
22415,7.95,4.61,5.96,0.25
22256,1.25,1.09,1.16,0.07
47310M,1.25,0.06,0.56,0.55
84508B,2.55,0.58,0.77,0.7
21555,2.55,1.56,2.35,0.08
22390,2.55,1.27,2.22,0.13
84963A,42.95,7.69,8.16,0.81
72349B,2.1,1.46,1.83,0.13
84993B,0.42,0.36,0.38,0.09
85206A,1.65,1.6,1.6,0.03
22021,1.65,0.84,1.22,0.26
84596G,1.25,0.89,0.9,0.28
21445,1.25,1.24,1.24,0.01
77101A,1.25,0.17,1.21,0.03
84358,9.95,4.52,7.36,0.26
21294,1.25,1.06,1.19,0.05
21468,3.75,1.24,1.27,0.66
22123,5.95,5.18,5.24,0.12
22939,4.95,3.19,4.8,0.03
21836,3.75,2.16,3.08,0.18
22598,0.85,0.52,0.59,0.3
22532,0.42,0.39,0.41,0.02
21413,1.25,0.59,0.66,0.47
79149B,0.42,0.18,0.2,0.52
21682,4.95,1.1,2.18,0.56
78034B,1.95,0.39,0.72,0.63
22894,8.5,0.39,0.43,0.95
79151B,0.42,0.17,0.32,0.25
21090,0.85,0.37,0.78,0.08
21209,1.65,1.08,1.45,0.12
22354,3.75,0.74,1.2,0.68
21635,3.75,3.36,3.49,0.07
35653,2.95,1.46,2.33,0.21
85130D,1.65,1.52,1.58,0.04
15039,0.85,0.71,0.78,0.08
84978,1.25,0.38,0.54,0.57
84569D,1.25,0.41,0.44,0.65
84921,3.75,2.1,2.21,0.41
84508C,2.55,1.65,1.84,0.28
90086,0.85,0.8,0.82,0.04
62018,1.95,1.5,1.79,0.08
16011,0.21,0.05,0.06,0.7
85179A,4.65,2.24,2.28,0.51
21785,0.85,0.62,0.77,0.09
21650,0.65,0.38,0.6,0.07
84874B,1.65,1.23,1.53,0.07
22674,1.25,1.2,1.2,0.04
72051S,0.42,0.33,0.41,0.02
20764,3.75,1.56,3.23,0.14
47579,2.1,1.39,1.41,0.33
21723,0.85,0.51,0.81,0.05
35953,1.25,1.25,1.23,0.02
84051,0.85,0.3,0.63,0.26
21187,1.65,1.47,1.55,0.06
21696,2.95,0.82,1.89,0.36
22034,0.42,0.32,0.33,0.22
20980,1.25,0.66,1.19,0.05
35958,0.85,0.12,0.42,0.5
75013B,1.65,1.49,1.6,0.03
22830,26.95,18.37,26.14,0.03
22684,1.25,0.72,0.95,0.24
82011B,3.75,0.67,2.96,0.21
21630,8.95,7.91,8.41,0.06
21580,2.25,1.44,1.85,0.18
22231,1.45,1.29,1.3,0.1
22859,1.65,0.6,1.29,0.22
22860,1.65,1.44,1.48,0.1
22093,1.25,1.09,1.2,0.04
20748,12.75,12.33,12.37,0.03
85208,2.1,0.77,0.82,0.61
22129,0.85,0.66,0.78,0.08
22808,2.95,1.54,1.62,0.45
20702,4.25,0.74,3.15,0.26
85187,1.65,0.57,0.76,0.54
21683,2.95,2.77,2.8,0.05
22770,14.95,2.66,10.17,0.32
84563B,5.95,5.41,5.65,0.05
79190A,0.42,0.4,0.4,0.04
15034,0.14,0.01,0.11,0.19
85129B,1.25,0.46,0.61,0.51
35924,2.1,1.85,1.85,0.12
20671,1.25,0.05,0.12,0.9
21904,2.1,0.18,1.39,0.34
22843,6.75,1.05,4.79,0.29
22199,4.25,2.53,3.78,0.11
84968A,12.75,2.87,5.61,0.56
37509,2.55,1.49,2.17,0.15
47369A,2.95,0.07,0.29,0.9
47369B,2.95,2.24,2.6,0.12
47367B,3.75,3.61,3.64,0.03
21695,2.95,1.45,2.06,0.3
84773,2.95,1.57,1.92,0.35
21819,0.85,0.67,0.72,0.15
22817,0.42,0.42,0.42,0.0
16161U,0.42,0.41,0.41,0.02
22252,1.25,0.24,0.84,0.33
21401,0.42,0.09,0.32,0.25
84597C,1.25,0.39,0.54,0.57
51020A,1.25,0.76,0.81,0.35
51020B,1.25,0.5,0.91,0.27
21306,2.1,0.26,1.13,0.46
21311,2.1,1.71,2.04,0.03
21307,2.1,1.61,1.97,0.06
21277,21.95,4.85,12.51,0.43
22475,4.95,2.59,4.26,0.14
90200E,4.25,1.27,2.59,0.39
90062,12.75,11.62,11.73,0.08
21616,3.75,1.55,2.03,0.46
37461,1.25,0.79,0.95,0.24
20659,1.25,1.19,1.2,0.04
20985,1.25,0.09,1.23,0.02
84596L,1.25,0.98,1.05,0.16
84596F,1.25,0.13,0.35,0.72
22346,0.85,0.76,0.82,0.04
22344,0.85,0.36,0.71,0.17
85215,0.65,0.16,0.38,0.41
85062,1.65,0.98,1.07,0.35
22984,0.42,0.03,0.36,0.14
85036C,4.25,2.65,3.15,0.26
21202,1.65,0.25,0.69,0.58
84531A,1.95,0.39,1.85,0.05
84531B,1.95,1.14,1.66,0.15
21910,1.65,0.41,0.51,0.69
22461,12.75,12.07,12.24,0.04
22833,49.95,3.0,4.99,0.9
22690,7.95,7.32,7.71,0.03
84881,6.35,3.22,3.56,0.44
21613,2.95,1.3,1.5,0.49
21693,2.95,1.29,2.54,0.14
84809A,2.1,0.18,0.99,0.53
79190D,0.42,0.15,0.29,0.31
22157,0.85,0.25,0.44,0.48
84795B,7.95,3.2,5.33,0.33
20771,2.55,1.53,1.78,0.3
37327,1.69,1.35,1.39,0.18
85027L,7.95,7.33,7.39,0.07
85017C,0.85,0.11,0.18,0.79
16010,0.12,0.1,0.11,0.11
35001W,3.49,2.81,3.35,0.04
84707B,9.95,8.66,9.75,0.02
21167,0.21,0.14,0.15,0.27
51008,3.45,2.34,2.66,0.23
21713,2.1,0.18,1.37,0.35
20802,1.65,1.51,1.58,0.04
22052,0.42,0.38,0.39,0.07
20781,5.49,4.17,4.45,0.19
22389,2.55,1.71,2.29,0.1
22073,3.39,1.86,2.81,0.17
20716,2.51,0.67,1.43,0.43
20782,11.02,1.77,2.42,0.78
20847,7.62,6.23,6.86,0.1
21291,1.66,1.41,1.51,0.09
21319,3.36,0.41,0.94,0.72
21359,34.0,27.47,31.28,0.08
21397,3.36,0.13,0.77,0.77
21627,29.79,10.11,14.3,0.52
21632,25.49,3.73,20.39,0.2
22106,5.06,1.79,2.83,0.44
22108,3.36,3.15,3.19,0.05
22221,20.38,2.81,18.55,0.09
22223,10.17,1.73,9.97,0.02
22282,25.49,21.48,22.69,0.11
22329,3.36,2.33,2.96,0.12
22416,2.98,2.38,2.65,0.11
22613,1.66,0.9,1.53,0.08
35648,5.91,0.66,1.12,0.81
35651,16.13,9.19,9.36,0.42
37447,3.36,3.36,3.33,0.01
46118,8.47,5.56,6.1,0.28
46776C,4.21,1.43,3.58,0.15
46776E,4.21,2.1,2.53,0.4
62094B,5.06,1.02,2.78,0.45
84078A,76.55,23.3,51.29,0.33
84228,0.84,0.43,0.53,0.37
84568,0.43,0.33,0.35,0.18
84789,7.62,5.8,5.87,0.23
84813,25.49,5.17,6.88,0.73
85093,2.51,0.08,1.05,0.58
85096,7.62,5.81,6.78,0.11
85202,0.84,0.57,0.7,0.17
85204,0.84,0.28,0.55,0.35
90001D,4.24,3.47,3.48,0.18
90013C,4.24,0.55,0.64,0.85
90014B,10.62,4.57,6.27,0.41
90085,1.66,1.36,1.58,0.05
90132,5.09,4.34,4.73,0.07
90140,7.64,2.48,6.88,0.1
90141B,5.09,0.37,3.51,0.31
90158,5.09,4.9,4.94,0.03
90183A,2.96,2.28,2.43,0.18
90183B,2.96,2.52,2.75,0.07
90201B,2.96,2.9,2.9,0.02
90212B,3.81,0.68,2.29,0.4
84712B,7.95,3.4,3.82,0.52
22279,1.25,0.56,1.05,0.16
22280,1.25,0.69,1.0,0.2
22377,4.21,2.99,3.54,0.16
22495,5.91,5.6,5.73,0.03
22521,1.66,1.41,1.44,0.13
22523,1.66,1.35,1.51,0.09
22677,2.51,0.12,1.13,0.55
22682,2.51,0.16,0.78,0.69
22715,0.85,0.55,0.8,0.06
21253,5.91,4.28,4.49,0.24
21265,5.91,4.92,5.2,0.12
21389,1.66,0.25,0.91,0.45
21391,4.21,1.55,2.02,0.52
21403,0.85,0.42,0.55,0.35
21534,10.17,8.64,9.46,0.07
21618,7.62,1.23,2.44,0.68
21812,10.17,7.68,9.76,0.04
21847,4.21,0.11,4.04,0.04
21943,1.66,1.58,1.61,0.03
22104,1.66,0.9,1.01,0.39
22322,1.66,1.64,1.64,0.01
22340,3.36,1.96,2.62,0.22
35833G,3.36,1.22,1.38,0.59
35916A,1.66,1.09,1.28,0.23
46776A,4.21,2.53,3.03,0.28
72351B,4.21,1.5,2.4,0.43
84459A,3.36,2.68,2.92,0.13
84637,12.72,9.02,9.29,0.27
85039B,1.66,1.05,1.2,0.28
85039C,1.66,0.42,0.75,0.55
85131C,0.85,0.76,0.81,0.05
90010E,9.34,2.69,3.74,0.6
90039C,3.81,1.64,3.05,0.2
90056,11.05,9.78,9.83,0.11
90081C,5.09,3.57,4.73,0.07
90101,2.54,2.16,2.26,0.11
90130B,2.96,0.24,1.1,0.63
90130C,2.96,1.91,1.95,0.34
15044C,5.91,1.31,1.54,0.74
20762,7.62,4.52,4.65,0.39
20803,3.36,1.28,2.35,0.3
18007,0.18,0.12,0.13,0.3
21720,0.85,0.27,0.5,0.41
84968F,12.75,4.83,5.23,0.59
21289,1.25,0.36,0.8,0.36
22606,15.95,1.94,3.67,0.77
37479B,2.55,1.89,2.42,0.05
37482P,2.55,0.56,1.3,0.49
20903,6.35,2.21,5.21,0.18
20897,2.95,2.56,2.68,0.09
71403,2.95,2.85,2.89,0.02
22683,1.25,0.07,0.41,0.67
22685,1.25,0.85,0.85,0.32
21973,1.45,0.69,0.93,0.36
22691,7.95,0.82,1.43,0.82
21162,1.45,0.73,1.36,0.06
84926D,1.25,0.44,1.01,0.19
22233,1.65,0.38,0.73,0.56
22486,12.75,12.12,12.24,0.04
72801G,1.25,0.82,0.86,0.31
84711A,9.95,7.36,7.46,0.25
16169N,0.42,0.28,0.3,0.29
20769,2.55,1.91,1.96,0.23
35597A,1.25,0.09,0.95,0.24
47480,1.65,0.81,1.34,0.19
84522,1.95,1.8,1.83,0.06
20731,1.25,0.3,0.81,0.35
35597B,1.25,1.0,1.04,0.17
84596B,1.25,1.03,1.19,0.05
21226,1.25,0.11,0.98,0.22
79160,2.1,0.48,1.83,0.13
72131,1.95,0.53,1.62,0.17
21089,0.65,0.19,0.35,0.46
21647,2.1,0.05,2.06,0.02
72122,0.95,0.59,0.82,0.14
84912A,3.75,2.33,2.4,0.36
85036A,4.25,4.01,4.17,0.02
21692,3.75,0.6,1.95,0.48
84569A,1.25,0.76,1.09,0.13
20775,1.65,1.05,1.19,0.28
90179C,5.95,3.43,4.17,0.3
90060D,5.95,3.48,5.24,0.12
85020,2.1,0.7,1.2,0.43
20861,2.1,0.78,0.84,0.6
21827,1.25,0.71,1.19,0.05
79051A,0.65,0.51,0.62,0.05
17007B,2.1,0.61,1.3,0.38
22700,2.95,2.44,2.51,0.15
10124A,0.42,0.33,0.39,0.07
21644,1.25,0.94,1.05,0.16
46000P,4.25,1.82,2.17,0.49
22681,1.25,1.02,1.15,0.08
21746,1.25,0.98,1.03,0.18
84916,5.95,5.21,5.24,0.12
40005B,0.85,0.12,0.53,0.38
18094C,1.25,0.51,0.53,0.58
22085,2.95,2.33,2.77,0.06
47586A,2.55,1.08,1.17,0.54
46115B,0.19,0.05,0.1,0.47
84975,1.69,0.53,0.83,0.51
21336,2.95,2.54,2.8,0.05
22050,0.42,0.24,0.4,0.05
21680,0.85,0.28,0.54,0.36
20819,3.75,1.26,1.95,0.48
84925F,2.55,2.5,2.5,0.02
22535,0.42,0.16,0.29,0.31
16169K,0.42,0.2,0.35,0.17
21001,4.21,2.94,3.33,0.21
21028,2.51,0.95,1.0,0.6
21171,3.36,2.47,2.99,0.11
21204,3.36,2.66,2.96,0.12
21222,2.51,0.58,2.28,0.09
21251,5.91,2.88,5.32,0.1
21375,11.02,0.46,0.55,0.95
21595,8.47,4.6,5.84,0.31
22101,2.51,1.93,2.26,0.1
35914,4.21,3.63,4.04,0.04
37462E,0.84,0.18,0.58,0.31
37474,9.95,0.84,7.56,0.24
47481,2.13,0.82,1.24,0.42
84313B,16.98,4.53,14.09,0.17
84422,1.66,1.49,1.54,0.07
84429A,5.91,5.15,5.38,0.09
84509C,7.62,4.88,5.71,0.25
84510C,2.51,2.06,2.11,0.16
